Item,Variable,Substance,Tier,Field_Type,Gate_Variable,Gate_Value,Choice_Set,Text
579,hsum_pop_with12,Prescription opioids,Symptom - Withdrawal (face or head),radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Dry mouth"
580,hsum_pop_with13,Prescription opioids,Symptom - Withdrawal (face or head),radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Fever"
581,hsum_pop_with14,Prescription opioids,Symptom - Withdrawal (face or head),radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Headaches or Migraines"
582,hsum_pop_with15,Prescription opioids,Symptom - Withdrawal (face or head),radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Mouth sores"
583,hsum_pop_with16,Prescription opioids,Symptom - Withdrawal (face or head),radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Runny nose"
584,hsum_pop_with17,Prescription opioids,Symptom - Withdrawal (face or head),radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Teary eyes"
585,hsum_pop_with18,Prescription opioids,Symptom - Withdrawal (face or head),radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Yawning"
586,hsum_pop_with19,Prescription opioids,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Anxiety or Nervousness"
587,hsum_pop_with20,Prescription opioids,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Depression or Sadness"
588,hsum_pop_with21,Prescription opioids,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Trouble enjoying things"
589,hsum_pop_with22,Prescription opioids,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Anger or Irritability"
590,hsum_pop_with23,Prescription opioids,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Trouble concentrating"
591,hsum_pop_with24,Prescription opioids,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Trouble paying attention"
592,hsum_pop_with25,Prescription opioids,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Trouble thinking clearly"
593,hsum_pop_with26,Prescription opioids,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Restlessness"
594,hsum_pop_with27,Prescription opioids,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Seeing things that weren't really there"
595,hsum_pop_with28,Prescription opioids,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Feeling things that weren't really there"
596,hsum_pop_with29,Prescription opioids,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Hearing things that weren't really there"
597,hsum_pop_with30,Prescription opioids,Symptom - Withdrawal (appetite or sleeping),radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Decreased appetite"
598,hsum_pop_with31,Prescription opioids,Symptom - Withdrawal (appetite or sleeping),radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Increased appetite"
599,hsum_pop_with32,Prescription opioids,Symptom - Withdrawal (appetite or sleeping),radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Sleeping too much"
600,hsum_pop_with33,Prescription opioids,Symptom - Withdrawal (appetite or sleeping),radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Insomnia or trouble sleeping"
601,hsum_oth_sud01,Other,Symptom - SUD (craving),radio,hsum_oth_freq,>= 3,symptom_4pt,Reminders of other specified substances gave me a strong urge to use other substances.
602,hsum_oth_sud02,Other,Symptom - SUD (craving),radio,hsum_oth_freq,>= 3,symptom_4pt,I craved other specified substances.
603,hsum_oth_sud03,Other,Symptom - SUD (craving),radio,hsum_oth_freq,>= 3,symptom_4pt,I had strong desires to use other specified substances.
604,hsum_oth_sud04,Other,Symptom - SUD (hazardous use),radio,hsum_oth_freq,>= 3,symptom_4pt,I drove a car while intoxicated under the influence of other specified substances.
605,hsum_oth_sud05,Other,Symptom - SUD (hazardous use),radio,hsum_oth_freq,>= 3,symptom_4pt,"When I was under the influence of other specified substances, I was in a situation where I could have gotten hurt (e.g., when riding a bicycle, swimming, operating machinery)."
606,hsum_oth_sud06,Other,Symptom - SUD (hazardous use),radio,hsum_oth_freq,>= 3,symptom_4pt,I damaged something valuable while using other specified substances.
607,hsum_oth_sud07,Other,Symptom - SUD (hazardous use),radio,hsum_oth_freq,>= 3,symptom_4pt,I did risky or dangerous things while using other specified substances that I would not have done sober.
608,hsum_oth_sud08,Other,Symptom - SUD (impaired control),radio,hsum_oth_freq,>= 3,symptom_4pt,I was not able to cut back on using other specified substances when I wanted to.
609,hsum_oth_sud09,Other,Symptom - SUD (impaired control),radio,hsum_oth_freq,>= 3,symptom_4pt,I used too much other specified substances.
610,hsum_oth_sud10,Other,Symptom - SUD (impaired control),radio,hsum_oth_freq,>= 3,symptom_4pt,"I tried to use other specified substances only at certain times, but it did not work for long."
611,hsum_oth_sud11,Other,Symptom - SUD (impaired control),radio,hsum_oth_freq,>= 3,symptom_4pt,I got high on other specified substances despite previously deciding not to.
612,hsum_oth_sud12,Other,Symptom - SUD (role interference),radio,hsum_oth_freq,>= 3,symptom_4pt,I continued to use other specified substances even though it made my performance at work suffer.
613,hsum_oth_sud13,Other,Symptom - SUD (role interference),radio,hsum_oth_freq,>= 3,symptom_4pt,"Using other specified substances or being sick from using other specified substances got in the way of my taking care of myself, my home, or my family."
614,hsum_oth_sud14,Other,Symptom - SUD (role interference),radio,hsum_oth_freq,>= 3,symptom_4pt,"I missed work, school, or other obligations because I was getting over the effects of using other specified substances."
615,hsum_oth_sud15,Other,Symptom - SUD (tolerance),radio,hsum_oth_freq,>= 3,symptom_4pt,"Over time, I needed to use more other specified substances to get the same effect."
616,hsum_oth_sud16,Other,Symptom - SUD (tolerance),radio,hsum_oth_freq,>= 3,symptom_4pt,I've noticed that using other specified substances does not have the same effect that it used to have.
617,hsum_oth_sud17,Other,Symptom - SUD (tolerance),radio,hsum_oth_freq,>= 3,symptom_4pt,I used other specified substances a lot more than others before feeling high.
618,hsum_oth_with01,Other,Symptom - Withdrawal (bodily sensations),radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Goose bumps"
619,hsum_oth_with02,Other,Symptom - Withdrawal (bodily sensations),radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Heart racing"
620,hsum_oth_with03,Other,Symptom - Withdrawal (bodily sensations),radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Muscle aches"
621,hsum_oth_with04,Other,Symptom - Withdrawal (bodily sensations),radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Physical shakes"
622,hsum_oth_with05,Other,Symptom - Withdrawal (bodily sensations),radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Seizures"
623,hsum_oth_with06,Other,Symptom - Withdrawal (bodily sensations),radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Sweating"
624,hsum_oth_with07,Other,Symptom - Withdrawal (digestive problems),radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Constipation"
625,hsum_oth_with08,Other,Symptom - Withdrawal (digestive problems),radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Diarrhea"
626,hsum_oth_with09,Other,Symptom - Withdrawal (digestive problems),radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Nausea or Vomiting"
627,hsum_oth_with10,Other,Symptom - Withdrawal (face or head),radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Coughing"
628,hsum_oth_with11,Other,Symptom - Withdrawal (face or head),radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Dilated pupils"
629,hsum_oth_with12,Other,Symptom - Withdrawal (face or head),radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Dry mouth"
630,hsum_oth_with13,Other,Symptom - Withdrawal (face or head),radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Fever"
631,hsum_oth_with14,Other,Symptom - Withdrawal (face or head),radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Headaches or Migraines"
632,hsum_oth_with15,Other,Symptom - Withdrawal (face or head),radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Mouth sores"
633,hsum_oth_with16,Other,Symptom - Withdrawal (face or head),radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Runny nose"
634,hsum_oth_with17,Other,Symptom - Withdrawal (face or head),radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Teary eyes"
635,hsum_oth_with18,Other,Symptom - Withdrawal (face or head),radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Yawning"
636,hsum_oth_with19,Other,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Anxiety or Nervousness"
637,hsum_oth_with20,Other,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Depression or Sadness"
638,hsum_oth_with21,Other,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Trouble enjoying things"
639,hsum_oth_with22,Other,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Anger or Irritability"
640,hsum_oth_with23,Other,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Trouble concentrating"
641,hsum_oth_with24,Other,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Trouble paying attention"
642,hsum_oth_with25,Other,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Trouble thinking clearly"
643,hsum_oth_with26,Other,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Restlessness"
644,hsum_oth_with27,Other,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Seeing things that weren't really there"
645,hsum_oth_with28,Other,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Feeling things that weren't really there"
646,hsum_oth_with29,Other,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Hearing things that weren't really there"
647,hsum_oth_with30,Other,Symptom - Withdrawal (appetite or sleeping),radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Decreased appetite"
648,hsum_oth_with31,Other,Symptom - Withdrawal (appetite or sleeping),radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Increased appetite"
649,hsum_oth_with32,Other,Symptom - Withdrawal (appetite or sleeping),radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Sleeping too much"
650,hsum_oth_with33,Other,Symptom - Withdrawal (appetite or sleeping),radio,hsum_oth_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of other specified substances, I experienced: Insomnia or trouble sleeping"
